Compound_Score,Negative_Score,Neutral_Score,News_Source,Positive_Score,Tweet_Text,Tweets_Ago
-0.7845,0.33,0.67,@FoxNews,0.0,.@realDonaldTrump denied claims that he's a racist following allegations of a vulgar comment that lawmakers said he… https://t.co/BXbV7lYAGA,35
0.0,0.0,1.0,@FoxNews,0.0,".@jasoninthehouse: ""The fact that [@POTUS] is actually talking about [DACA] and the Democrats don't even wanna show… https://t.co/8WXJmMPLTQ",36
0.5423,0.0,0.769,@FoxNews,0.231,".@LisaMarieBoothe on DACA: ""Democrats and [@POTUS] are pretty far apart about what they want to accomplish.""… https://t.co/NI1ORHba65",37
-0.3818,0.224,0.776,@FoxNews,0.0,Minnesota Vikings shock New Orleans Saints with final-play TD https://t.co/bdbAPyi6d9,38
-0.6705,0.333,0.667,@FoxNews,0.0,"Aziz Ansari responds to accusation of sexual harassment by NYC woman, 23 https://t.co/UO4X2TcGei",39
0.5719,0.0,0.802,@FoxNews,0.198,"Civil Rights Attorney Leo Terrell: ""Middle America loves @Oprah, and that's Donald #Trump's biggest fear.""… https://t.co/JPAwGvUyTh",40
0.6908,0.0,0.759,@FoxNews,0.241,".@RedPillBlack: ""I don't think the Democratic Party cares so much what [@Oprah] knows, they think about what she re… https://t.co/Ljg0gXHGvc",41
0.4585,0.074,0.73,@FoxNews,0.196,".@POTUS says Dems don't want to make DACA deal, adds he's 'not a racist' https://t.co/fazwUGaT6N",42
-0.0516,0.145,0.723,@FoxNews,0.133,Jim Carrey and other stars share updates from Hawaii following ballistic-missile false alarm https://t.co/KSNTUmFT0R,43
0.0,0.0,1.0,@FoxNews,0.0,"Civil Rights Attorney Leo Terrell: ""@Oprah has likability. In the last 24 hours, Donald #Trump doesn't have that. T… https://t.co/bLskyWYGO7",44
0.2598,0.0,0.898,@FoxNews,0.102,"OPINION: Baby steps, America. The 'but so-and-so did it first!' defense is for toddlers, not national discourse (vi… https://t.co/p7SeibPV3G",45
0.0,0.0,1.0,@FoxNews,0.0,Canada's Trudeau: 'Removing Access to Abortion' Not In Line With Society https://t.co/IluBxuncVS,46
0.0,0.0,1.0,@FoxNews,0.0,University to review appearance by @benshapiro https://t.co/yCReTZKZWn,47
0.6124,0.0,0.789,@FoxNews,0.211,".@GaryKaltbaum: ""This whole tax thing has been not just a home run, but a grand slam."" https://t.co/VDfTaaDh50 https://t.co/LGawc1qnBI",48
-0.3182,0.192,0.72,@FoxNews,0.088,Casino boat catches fire off Florida with 50 passengers aboard https://t.co/cvTRuWVaoe,49
0.0,0.0,1.0,@FoxNews,0.0,"Moments ago, President @realDonaldTrump answered reporter questions about DACA as a government shutdown looms.… https://t.co/fXSBPIvUjU",50
-0.4767,0.256,0.744,@FoxNews,0.0,"Colorado nurse, 20, dies in bungee jumping accident https://t.co/IJQiEwGB96 #FoxNewsUS",51
0.8519,0.0,0.593,@FoxNews,0.407,"RT @EricShawnTV: ""We thank President Trump,""say #IranProtesters, who praise the American public for their support.  Here's my exclusive wit…",52
0.0,0.0,1.0,@FoxNews,0.0,".@POTUS: ""The folks from DACA should know the Democrats are the ones that aren't going to make a deal.""… https://t.co/HdDOBtYCWc",53
0.3612,0.0,0.815,@FoxNews,0.185,".@POTUS: ""We're ready, willing and able to make a deal on DACA."" https://t.co/DAb1fmVnvw",54
0.128,0.0,0.914,@FoxNews,0.086,"Defense Attorney Robert Schalk on possible #Trump interview with Mueller: ""[@POTUS] could be opening himself up...t… https://t.co/5FHthYxRfG",55
-0.4588,0.25,0.75,@FoxNews,0.0,".@POTUS criticizes Democrats over DACA as government shutdown looms, Phil Keating reports. https://t.co/JejH8Wa6XM https://t.co/nyNRSCFSLt",56
-0.4404,0.292,0.564,@FoxNews,0.144,Eliza Dushku: 'True Lies' stunt coordinator Joel Kramer molested me when I was 12 https://t.co/suuRJ89MXV,57
-0.25,0.1,0.9,@FoxNews,0.0,".@gen_jackkeane on talks between North Korea and South Korea: ""We need to have some skepticism about these negotiat… https://t.co/3xGbT3o8CW",58
0.4019,0.0,0.886,@FoxNews,0.114,"RT @FoxNewsResearch: World’s Largest Active Armed Forces:
1. China: 2.3 million
2. India: 1.4 million
3. U.S.: 1.3 million
4. North Korea:…",59
0.395,0.0,0.78,@FoxNews,0.22,Liam Neeson believes gender wage gap is 'disgraceful' but will not take a pay cut https://t.co/oFDyM5O7vD,60
-0.8519,0.383,0.617,@FoxNews,0.0,".@gen_jackkeane on Hawaii's false missile threat: ""They made a mistake here and they [have] a bad system. They [hav… https://t.co/nCTNAdtS6m",61
0.0,0.0,1.0,@FoxNews,0.0,".@gen_jackkeane: ""We have the capacity to track any missile launch, any place in the world, through our satellites… https://t.co/j6IA3W2r5f",62
0.0772,0.0,0.933,@FoxNews,0.067,OPINION: Want to live longer? The US system of free-market investment in cures is the answer (via @FoxNewsOpinion) https://t.co/mbJUyAUvyw,63
-0.5423,0.293,0.637,@FoxNews,0.07,Casino boat catches fire off Florida with 50 passengers aboard; 1 reported missing https://t.co/yWlg0XX9j5,64
0.5106,0.111,0.585,@FoxNews,0.304,"Anti-government protesters in Iran thank President #Trump for his support, @EricShawnTV reports.… https://t.co/Fdk9huX1ZA",65
-0.8625,0.49,0.51,@FoxNews,0.0,Hawaii's false missile threat: Worker 'feels terrible' after pushing the wrong button https://t.co/HW0WY2Eyhm,66
0.507,0.0,0.821,@FoxNews,0.179,".@akarl_smith: ""Immigration is really #Trump's signature issue, so any acceptance by him on a bipartisan deal...he… https://t.co/wBeWtP3dDm",67
-0.7003,0.309,0.691,@FoxNews,0.0,Hawaii false alarm raises concerns over U.S. preparedness in case of a real threat https://t.co/qJu9Jmyz66 https://t.co/oZ634ELLij,68
0.0,0.0,1.0,@FoxNews,0.0,".@VP laid a wreath at the Martin Luther King, Jr. National Memorial with Second Lady Karen Pence ahead of #MLK Day. https://t.co/OS7FHGrpVf",69
0.0,0.0,1.0,@FoxNews,0.0,"Actress Ashley Judd commends Franco's 'culpability,' calls it 'terrific' https://t.co/7aiO6BgTKx",70
0.0,0.0,1.0,@FoxNews,0.0,"'Deplorable' NYU prof sues university, colleagues for defamation https://t.co/zErxOgzLiI",71
-0.4767,0.193,0.807,@FoxNews,0.0,"2 women arrested after Texas apartment meth lab explodes with child inside, police say https://t.co/m3ieBUo0h2",72
0.34,0.0,0.888,@FoxNews,0.112,".@RajShah45: ""@POTUS wants to see real border security. He wants to see movement on chain migration and ending the… https://t.co/Po6mwXrx8q",73
0.0,0.0,1.0,@FoxNews,0.0,RT @EricShawnTV: I anchor @FoxNews at 6pm ET and again tomorrow morning on @AmericaNewsroom. Today #Hawaii Rep. @TulsiGabbard said that @PO…,74
-0.4767,0.22,0.78,@FoxNews,0.0,UK politician's model girlfriend suspended after reported 'vile' Meghan Markle remarks https://t.co/RRTWldTttq,75
0.2023,0.0,0.847,@FoxNews,0.153,Taylor Swift told to beware gun-seeking 'boyfriend' by police officers https://t.co/2XEgKsRb3X,76
0.0,0.0,1.0,@FoxNews,0.0,Dow milestones since election. https://t.co/xei3jV9rQD,77
0.4939,0.0,0.802,@FoxNews,0.198,"On @foxandfriends, @Varneyco praised President @realDonaldTrump's economic record in comparison to his predecessor'… https://t.co/MIaIBTGk68",78
0.6124,0.0,0.778,@FoxNews,0.222,".@GaryKaltbaum: ""This whole tax thing has been not just a home run, but a grand slam."" https://t.co/qDi6Jad4Zt",79
0.4973,0.0,0.848,@FoxNews,0.152,".@DiamondandSilk: ""@realDonaldTrump is not a racist. He's a realist. And the only color he sees is green and he wan… https://t.co/TiHQBgVQ6G",80
-0.1053,0.198,0.659,@FoxNews,0.143,".@PeteHegseth: ""The Left loves to point at Americans who they don't like and say they're unacceptable. But when [… https://t.co/AMd9vq2mDx",81
0.0,0.0,1.0,@FoxNews,0.0,.@dBongino: “I and many other people I’m communicating with on this collusion nonsense… really believe that this wa… https://t.co/orW0zrnlD4,82
-0.5994,0.495,0.505,@FoxNews,0.0,"Dennis Rodman arrested, charged with DUI https://t.co/RNZFTxWBWF",83
0.0,0.0,1.0,@FoxNews,0.0,"""You can either send money to Washington or you can give it to your employees. The employees earned the money. Wash… https://t.co/yjRzT6ZYvA",84
0.0,0.0,1.0,@FoxNews,0.0,"Chelsea Manning confirms Senate bid, says 'Yup, we're running' https://t.co/xWWIIbaMSp https://t.co/hZMkPwwurB",85
0.0,0.0,1.0,@FoxNews,0.0,"Drugged driver crashes car into second story of California building, officials say https://t.co/QcizFnTptn",86
-0.4215,0.237,0.763,@FoxNews,0.0,.@BillClinton Denies Foundation Paid for Chelsea Clinton's Wedding https://t.co/gcLBTXmtvh https://t.co/j38S8Xt8dZ,87
0.0,0.0,1.0,@FoxNews,0.0,"Ambassador James Jeffrey: ""We are not well-prepared for any emergency."" https://t.co/NuTPgSKXA5 https://t.co/KUsXYNJIOd",88
-0.8625,0.49,0.51,@FoxNews,0.0,Hawaii's false missile threat: Worker 'feels terrible' after pushing the wrong button https://t.co/le9KohbiTw,89
-0.34,0.211,0.789,@FoxNews,0.0,Hawaii false alarm prompts plans for FCC investigation https://t.co/NuTPgSKXA5 https://t.co/XFlCQykalI,90
-0.6908,0.251,0.749,@FoxNews,0.0,".@AlvedaCKing: ""People were saying that President Trump has called Haiti and Africa a bad word. No, he was referrin… https://t.co/JV76scGt5j",91
-0.1779,0.169,0.693,@FoxNews,0.139,"Porn star Olivia Nova’s friend says she ‘wanted to change her lifestyle' before her death, report says https://t.co/8T8hEHYkFX",92
0.0,0.0,1.0,@FoxNews,0.0,".@SecNielsen: ""I don't recall [President #Trump] saying that exact phrase."" https://t.co/7ACgdZGkmc https://t.co/X1GW8HLeiE",93
-0.6705,0.36,0.64,@FoxNews,0.0,20 people killed in California's deadly mudslides https://t.co/ljWdYCcKUA https://t.co/QwfH4x0pA4,94
0.0772,0.111,0.766,@FoxNews,0.123,"Amb. James Jeffrey on North Korea: ""All of the good emergency preparedness training and exercises in the world will… https://t.co/zhjqnjyj5M",95
-0.5574,0.247,0.753,@FoxNews,0.0,".@MarkSKrikorian: ""The average illegal immigrant costs taxpayers, over his lifetime... $75,000."" https://t.co/vQpKXyj5c0",96
0.4019,0.0,0.856,@FoxNews,0.144,".@RepDeSantis: ""Did the FBI know that [the dossier] was funded by the Democratic Party and @HillaryClinton?"" https://t.co/d9gWefblUq",97
-0.6486,0.381,0.619,@FoxNews,0.0,"President #Trump: DACA is ""probably dead"" https://t.co/JejH8Wa6XM https://t.co/u6heNrMsTM",98
-0.5574,0.34,0.66,@FoxNews,0.0,Israeli army destroys Hamas tunnel on video https://t.co/OTdbX0vB77,99
0.4497,0.0,0.764,@FoxNews,0.236,"Jeff Mason on border security: ""Many [Democrats] will say they're not opposed to having increased security, but the… https://t.co/GfZSR9QQWP",100
0.2023,0.0,0.816,@nytimes,0.184,"Australian Open: Within Hours, Three Top Americans Fall https://t.co/FYJgT1lHhs",1
0.0,0.0,1.0,@nytimes,0.0,"In Trump’s Remarks, Black Churches See a Nation Backsliding https://t.co/Z4xpmYcsdY",2
0.0,0.0,1.0,@nytimes,0.0,Opinion: How democracies perish https://t.co/C9Is1SZwoX,3
0.5719,0.0,0.748,@nytimes,0.252,Detroit Auto Show May Be Celebrating an Era About to End https://t.co/vfYgjs0Mmi,4
0.3818,0.0,0.822,@nytimes,0.178,Japan is scrambling to ensure it has a future in an electric-car world https://t.co/wcNjkiCz8t,5
-0.34,0.231,0.769,@nytimes,0.0,“You make one mistake and it’s all gone” https://t.co/MnAyUcq0Jg,6
0.0,0.0,1.0,@nytimes,0.0,"""We swerved all of a sudden. The front of the plane crashed and the back was in the air. Everyone panicked."" https://t.co/6ZM7AdmpjU",7
-0.1695,0.18,0.702,@nytimes,0.118,RT @NYTHealth: Germany and other countries have health care systems that don't allow people with diabetes and other chronic illnesses to go…,8
0.6124,0.0,0.706,@nytimes,0.294,"Doug Harvey, Hall of Fame Umpire Whom Players Called God, Dies at 87 https://t.co/4MND81qAdm",9
-0.5719,0.27,0.73,@nytimes,0.0,"In Iran, Protester ‘Suicides’ Stir Anger and Calls for Accountability https://t.co/ipFcTXrdPU",10
-0.2263,0.128,0.872,@nytimes,0.0,"The Saturday Profile: Cairo’s Lawsuit King Sues Actors, Belly Dancers, Even Puppet Shows https://t.co/9aTTItWgPH",11
-0.6808,0.25,0.672,@nytimes,0.078,"When a woman was raped in a Brooklyn park in 1994, a columnist called it a hoax. But new DNA testing has solved the… https://t.co/r9ymHZJG43",12
0.0,0.0,1.0,@nytimes,0.0,Review: A Fantasy Town Builds a Wall Against Time in ‘Ballyturk’ https://t.co/DX8gucTmZA,13
0.0,0.0,1.0,@nytimes,0.0,Go gray https://t.co/nXX1Fg4cXh,14
0.1531,0.108,0.743,@nytimes,0.149,False Missile Alert Looms as a Black Eye for Hawaii and Its Governor https://t.co/cKivw4Lp8R,15
-0.5994,0.262,0.738,@nytimes,0.0,Secret Tunnel in Berlin Is an Echo From the Cold War https://t.co/6TP8ugbXRc,16
-0.3818,0.178,0.822,@nytimes,0.0,"RT @nytimesarts: In the battle of the peak-TV queens, it's Victoria's turn https://t.co/JJ8nOjD3sw",17
-0.2782,0.136,0.767,@nytimes,0.097,"""We fully felt like we were about to die. I drove to try to get to my kids even though I knew I probably wouldn't m… https://t.co/7QiaxcR3Kp",18
-0.34,0.211,0.789,@nytimes,0.0,"‘I’m Not a Racist,’ Trump Says in Denying Vulgar Comment https://t.co/ZKVU1jeUvj",19
0.5574,0.085,0.682,@nytimes,0.233,"Male sea turtles are disappearing from Australia’s Great Barrier Reef, a new study suggests https://t.co/zjW4rysnUz",20
0.0,0.0,1.0,@nytimes,0.0,"Breaking News: ""I'm not a racist."" President Trump insisted again on Sunday that he did not make a vulgar comment l… https://t.co/NUWF6ipxCm",21
-0.3818,0.224,0.776,@nytimes,0.0,Vikings Shock Saints on Last-Second Touchdown by Stefon Diggs https://t.co/l8VlsKxwQe,22
0.0,0.0,1.0,@nytimes,0.0,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/CqxEpjEwpZ",23
0.0,0.0,1.0,@nytimes,0.0,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/yan4tsOORc",24
-0.296,0.109,0.891,@nytimes,0.0,President Trump accused The Wall Street Journal of purposely misquoting him. The Journal responded by posting an au… https://t.co/HhluE5bIs5,25
0.0,0.0,1.0,@nytimes,0.0,Essay: The Poet of Light https://t.co/2vn1TEtBSN,26
-0.6529,0.289,0.633,@nytimes,0.078,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/uetTDZsMuI",27
-0.5994,0.281,0.719,@nytimes,0.0,Military Quietly Prepares for a Last Resort: War With North Korea https://t.co/wS6mIkgOHl,28
-0.0516,0.199,0.616,@nytimes,0.185,"Missouri’s Combative Governor, Deep in Scandal, Puts on the Charm https://t.co/VFpPcoDS4l",29
-0.0516,0.106,0.796,@nytimes,0.097,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/UDeoSKSwC4,30
0.0,0.0,1.0,@nytimes,0.0,A Republican senator who was at the White House immigration meeting said President Trump did not use a vulgarity to… https://t.co/rGfKAmEWbl,31
0.0,0.0,1.0,@nytimes,0.0,Op-Ed Contributor: How the Other Half Lives in Iran https://t.co/X6m7ZC5XTP,32
0.0,0.0,1.0,@nytimes,0.0,RT @nytopinion: President Trump's actions break with years of American nuclear policy. They also make it harder to persuade other nations t…,33
-0.5106,0.264,0.613,@nytimes,0.123,Darren Criss Plays the Happy-Go-Lucky Killer in the Versace TV Drama https://t.co/PuXylc9q3N,34
-0.4767,0.256,0.744,@nytimes,0.0,"In some countries, Facebook’s fiddling has magnified fake news https://t.co/Wve2NysTcL",35
0.0,0.0,1.0,@nytimes,0.0,"Video: A plane trying to land in Turkey made a heart-stopping skid off a runway, ending up feet from the Black Sea https://t.co/AAIn0KNDLt",36
0.4588,0.0,0.765,@nytimes,0.235,"Jaguars 45, Steelers 42 | Divisional round: Jaguars Stun Steelers to Reach A.F.C. Championship Game https://t.co/Oib9KNWqS1",37
0.0,0.0,1.0,@nytimes,0.0,"In 1968, The Beatles trudged through dense forest to an ashram in India, where they spent weeks writing songs. The… https://t.co/4qS0piKNqA",38
-0.6529,0.289,0.633,@nytimes,0.078,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/bdUCvziesG",39
0.0,0.0,1.0,@nytimes,0.0,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/CEFnI9EeMJ",40
0.2023,0.109,0.743,@nytimes,0.149,"An unspectacular week at the box office led ""Jumanji: Welcome to the Jungle"" back to No. 1 https://t.co/X1g2x0lEiQ",41
0.7845,0.0,0.683,@nytimes,0.317,"""It’s remarkable how well it has eased my twitchy phone checking."" A small group of people have turned their phone… https://t.co/VFsnM5ajbG",42
0.0,0.0,1.0,@nytimes,0.0,"He's being called ""frost boy."" But the image of an 8-year-old with icicles in his hair who trekked miles to school… https://t.co/jNM6ZqNlwb",43
-0.4215,0.123,0.877,@nytimes,0.0,"RT @nytopinion: Immigrants are more likely to be fleeing dysfunctions and prejudices than they are to be bringing them, writes @BretStephen…",44
-0.25,0.121,0.795,@nytimes,0.083,"She left France to join Islamic militants in Syria, and now with the collapse of ISIS wants to return. But can she? https://t.co/IRd249fhaT",45
0.0,0.0,1.0,@nytimes,0.0,"DACA participants can again apply for renewal of protection, the U.S. immigration agency said https://t.co/jBcr0G8Lfa",46
-0.5994,0.157,0.843,@nytimes,0.0,"The death toll in the mudslides that buried parts of Montecito in muck and boulders has risen to 20, officials said https://t.co/hL9kMaAtAT",47
0.4588,0.133,0.6,@nytimes,0.267,"""I 100% support the fight for fair pay and I'm donating the $1.5M to the Time's Up Legal Defense Fund in Michelle W… https://t.co/5yYYqjR0I7",48
0.7269,0.0,0.717,@nytimes,0.283,"""I'm ready for crypto assets to go down 90 percent. I'll feel better then, I think. This has been too insane."" https://t.co/YKDQpv2e7j",49
0.0,0.0,1.0,@nytimes,0.0,Your Sunday playlist has arrived https://t.co/aW6xfGiPgg,50
0.6369,0.0,0.802,@nytimes,0.198,"""I love working out so much that I belong to two gyms."" How 50 Cent spends his Sundays: https://t.co/VIJ18SsKIY",51
0.0,0.0,1.0,@nytimes,0.0,"Investigators said that the Las Vegas gunman used anonymous communications devices, including a prepaid cellphone,… https://t.co/nafEGnB7fi",52
-0.0516,0.106,0.796,@nytimes,0.097,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/FTEqVxrEm5,53
0.0,0.0,1.0,@nytimes,0.0,"President Trump has been known to refer to Ronna McDaniel as ""my Romney"" https://t.co/zyd9R2chkl",54
0.0,0.0,1.0,@nytimes,0.0,"Chelsea Manning filed to run for Senate in Maryland, according to federal election filings https://t.co/sPlt4U5MJF",55
-0.8555,0.461,0.539,@nytimes,0.0,"David Perdue said Dick Durbin's account of President Trump's language was a ""gross misrepresentation"" https://t.co/8EoPHPzzrz",56
0.0,0.0,1.0,@nytimes,0.0,"A former Steeler's CTE diagnosis led to a $1 billion settlement for retired players, but a technicality has left hi… https://t.co/ezbbd4vUBE",57
-0.2782,0.136,0.767,@nytimes,0.097,"""We fully felt like we were about to die. I drove to try to get to my kids even though I knew I probably wouldn't m… https://t.co/lpp0Sehj5O",58
-0.6705,0.274,0.614,@nytimes,0.112,A group in northwestern Africa that is loyal to ISIS claimed responsibility for the attack in Niger that killed 4 A… https://t.co/ckgxpfDebz,59
0.0,0.0,1.0,@nytimes,0.0,Opinion: Is there life after liberalism? https://t.co/L4DBqnbECw,60
0.2263,0.117,0.769,@nytimes,0.113,"The first time cutting season came around, Nice Leng’ete and her sister ran away and hid in a tree. The second time… https://t.co/eUlj16WnT4",61
0.1154,0.201,0.574,@nytimes,0.225,"""I'm running,"" Mitt Romney says privately, but as a Trump friend or foe? https://t.co/PMBo6AWzYv",62
-0.296,0.109,0.891,@nytimes,0.0,President Trump accused The Wall Street Journal of purposely misquoting him. The Journal responded by posting an au… https://t.co/pcKo0BO4Fv,63
0.0,0.0,1.0,@nytimes,0.0,"""We swerved all of a sudden. The front of the plane crashed and the back was in the air. Everyone panicked."" https://t.co/XWkKBlsktK",64
0.0,0.0,1.0,@nytimes,0.0,Afghan officials said that meetings were underway in Turkey between their government and representatives of the Tal… https://t.co/fjfszdHUH1,65
0.0,0.0,1.0,@nytimes,0.0,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/B6E1qzAffx",66
-0.6529,0.289,0.633,@nytimes,0.078,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/AXGCDpnjeV",67
0.0,0.0,1.0,@nytimes,0.0,Dolphins show self-recognition earlier than children https://t.co/JhRYEGnz87,68
0.4588,0.133,0.6,@nytimes,0.267,"""I 100% support the fight for fair pay and I'm donating the $1.5M to the Time's Up Legal Defense Fund in Michelle W… https://t.co/uHWv6Hkrdt",69
0.4215,0.0,0.798,@nytimes,0.202,"A new 3-D videomicroscope gives surgeons ""Superman eyes"" and helps them perform and teach delicate brain operations https://t.co/L8mfsQ1cO9",70
0.0,0.0,1.0,@nytimes,0.0,"Opinion: ""Hillary Clinton, the first woman who had a real shot at the presidency, has finally set off a national aw… https://t.co/m0rzwUxudL",71
-0.7506,0.299,0.701,@nytimes,0.0,"""This system failed miserably and we need to start over,"" Senator Brian Schatz of Hawaii said https://t.co/xob5P1wRjW",72
0.0,0.0,1.0,@nytimes,0.0,"An Iranian oil tanker that collided with another vessel in the East China Sea sank on Sunday, the Chinese Ministry… https://t.co/bJpAUGa73F",73
0.0,0.0,1.0,@nytimes,0.0,"RT @nytimesworld: In 2016, this is how @Pontifex explained his prolonged absence from his homeland: “The world is bigger than Argentina.” h…",74
0.0,0.0,1.0,@nytimes,0.0,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/O4GoxcSM7I",75
-0.1027,0.167,0.641,@nytimes,0.192,"Opinion: Martin Luther King Jr.’s assassination, on April 4, 1968, played a direct role in Franklin’s creation. And… https://t.co/4clKD7Kg2c",76
0.0,0.0,1.0,@nytimes,0.0,Op-Ed Columnist: Is There Life After Liberalism? https://t.co/hJDH8Ansf8,77
-0.7351,0.267,0.733,@nytimes,0.0,He was badly wounded during last summer’s attack on the Republican congressional baseball team. Nearly every hour b… https://t.co/Ksv6E3SmWg,78
0.2263,0.117,0.769,@nytimes,0.113,"The first time cutting season came around, Nice Leng’ete and her sister ran away and hid in a tree. The second time… https://t.co/oplchBjO54",79
0.1027,0.094,0.792,@nytimes,0.114,She even stopped using her full name — Ronna Romney McDaniel — professionally after President Trump joked with her… https://t.co/i6z4geQCau,80
0.0,0.0,1.0,@nytimes,0.0,"The Trump administration is set to shrink Bears Ears by 85% next month, potentially opening more than a million acr… https://t.co/DcGoDxSCIi",81
-0.4939,0.176,0.824,@nytimes,0.0,"In 2017, extreme weather events caused a total of $306 billion in damage in the U.S. https://t.co/dkn2lk4gE4",82
0.0,0.0,1.0,@nytimes,0.0,For decades the E train in NYC has been one of the lines most used by homeless people to sleep because it stays und… https://t.co/27xDD6sCiU,83
0.0,0.0,1.0,@nytimes,0.0,"Vows: He Works With Divas, but Didn’t Marry One https://t.co/sDt832Oiqn",84
0.0,0.0,1.0,@nytimes,0.0,"A Greener, More Healthful Place to Work https://t.co/PgYRp1FOij",85
0.0,0.0,1.0,@nytimes,0.0,"A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/hVO96GgonB",86
0.0,0.0,1.0,@nytimes,0.0,"He's being called ""frost boy."" But the image of an 8-year-old with icicles in his hair who trekked miles to school… https://t.co/YlwbptD3DI",87
-0.1027,0.122,0.778,@nytimes,0.1,RT @nytimesbooks: 11 new books recommended by critics and editors at The New York Times https://t.co/5iUuUDcio6,88
0.2732,0.0,0.861,@nytimes,0.139,"Snow in the Sahara creates a frozen, alien landscape right here on Earth https://t.co/fDbvc4G9Df https://t.co/WEbcGeSST0",89
0.8934,0.047,0.568,@nytimes,0.385,"RT @nytimesbooks: Feeling wrung out by the news? Give your kids these picture books about love, compassion and peace in tough times. https:…",90
-0.4588,0.2,0.8,@nytimes,0.0,"As Pope Francis Heads to Chile and Peru, Argentina Feels Snubbed, Again https://t.co/HDkLuf7F7w",91
-0.2023,0.122,0.878,@nytimes,0.0,"Inside the strange, global relay race that delivers a lifesaving isotope to America's hospitals https://t.co/zD6DkjgdQF",92
0.7003,0.0,0.633,@nytimes,0.367,"‘Saturday Night Live,’ With Help From Old Friends, Skewers ‘Morning Joe’ https://t.co/MSqdQ0Eg1D",93
0.0,0.0,1.0,@nytimes,0.0,Opinion: Catherine Deneuve and the French feminist difference https://t.co/qEAUPODg1S,94
0.0,0.0,1.0,@nytimes,0.0,“This may actually send a message to the fraternities that they need to do more” https://t.co/QCwQOB9b2o,95
0.0,0.0,1.0,@nytimes,0.0,52 Places to Go in 2018 https://t.co/zKj7Wjz7dg,96
0.0258,0.067,0.861,@nytimes,0.072,"James Spader: ""I think that men should think hard and listen carefully and perhaps we’ll learn a thing or two"" https://t.co/k6FSzb0wvF",97
0.4019,0.0,0.886,@nytimes,0.114,"""The person who told me said, ‘Are you sitting down?’ and I said yes, and they said, ‘We have just received a cease… https://t.co/xHEHXZhqWd",98
0.4572,0.0,0.77,@nytimes,0.23,Will democracy survive President Trump? 2 new books aren’t so sure. https://t.co/d63DDBywNu,99
-0.3612,0.135,0.865,@nytimes,0.0,"At first glance, a $4,000 treadmill seems ridiculous. But it offers lessons for the future of gadgets. https://t.co/txT8eZBiIW",100
